"index","name","lat","lon"
"92","Murtha Airport","41.80199813842773","-80.56539916992188"
"93","Rowena Dell Airport","45.68149948120117","-121.31600189208984"
"94","Cuylers Airport","18.45330047607422","-66.36689758300781"
"95","Hughes Ultralightport","41.90060043334961","-77.23030090332031"
"96","Harpers Airport","32.75849914550781","-81.22480010986328"
"97","Wise River Airport","45.76910018920898","-112.98200225830078"
"98","Ellis Field","35.780601501464844","-86.58419799804688"
"99","The Palms At Kitty Hawk Airport","33.3704032898","-101.92288208"
"100","Lucin Airport","41.36629867553711","-113.84300231933594"
"101","The Greenhouse Airport","38.43569946289063","-77.8572006225586"
"102","Cawleys South Prairie Airport","47.15230178833008","-122.09400177001952"
"103","Beer Airport","45.03189849853516","-92.65579986572266"
"104","Fowler Field","48.74580001831055","-119.31900024414062"
"105","JLS Farms Airport","33.591319","-95.882864"
"106","Thompson International Aviation Airport","31.433399200439453","-110.08399963378906"
"107","Kugel-Strong Airport","40.2125015259","-104.744003296"
"108","Lake Persimmon Airstrip","27.353099822998047","-81.40809631347656"
"109","HIA Airport","32.5623056","-81.8576944"
"110","East Field","41.58190155029297","-92.4613037109375"
"111","Flying Y Ranch Airport","44.7943000793457","-116.53299713134766"
"112","Davis Field Ultralightport","37.9620018005","-87.7789001465"
"113","Wix Airport","41.40230178833008","-87.81670379638672"
"114","Heinzman Airport","40.18000030517578","-86.01249694824219"
"115","Flying H Farms Airport","37.79169845581055","-87.54139709472656"
"116","Hadley Airport","42.39310073852539","-72.552001953125"
"117","Maple Ridge Airport","44.08420181274414","-70.6272964477539"
"118","Nauerth Land Ranch Airport","43.62519836425781","-95.22470092773438"
"119","Cascade Field","47.267327","-111.71748"
"120","Mc Donnell Airport","38.4925003052","-94.41249847410002"
"121","Utirik Airport","11.222","169.852005"
"122","Pilots Ridge Airport","34.10430145263672","-77.9041976928711"
"123","Olafson Brothers Airport","48.62639999389648","-97.8290023803711"
"124","Hyde Ranch Airport","41.5463981628418","-99.3311996459961"
"125","Llama Ranch Airport","40.58440017700195","-115.2979965209961"
"126","Talmage Field","40.95840072631836","-72.716796875"
"127","Gibbs Field","41.418399810791016","-83.01740264892578"
"128","Sahoma Lake Airport","36.04119873046875","-96.1613998413086"
"129","Powwatka Ridge Airport","45.85540008544922","-117.48400115966795"
"130","Sun View Field Airport","39.065947","-94.921703"
"131","Sandy River Airport","45.401798248291016","-122.22899627685548"
"132","Barronena Ranch Airport","27.491100311279297","-98.66950225830078"
"133","A Z Minerals Corporation Airport","37.12080001831055","-109.98600006103516"
"134","Spangle Field","47.408199310302734","-117.37200164794922"
"135","Zink Airport","44.028873","-88.883945"
"136","Aerostone Ranch Airport","45.875","-120.66999816894533"
"137","Creekside Airport","31.318099975585938","-100.75399780273438"
"138","Flying W Ranch Airport","60.535833","-150.811387"
"139","Gray Butte Field","34.5639","-117.675003"
"140","Hunt's Sky Ranch Airport","33.08169937133789","-116.44100189208984"
"141","Richards Field","25.55870056152344","-80.51509857177734"
"142","Cross Creek Farms Airport","29.23940086364746","-81.22200012207031"
"143","Columbus Southwest Airport","39.91120147705078","-83.18879699707031"
"144","Middlekoop Airport","41.08829879760742","-92.05460357666016"
"145","Lanham Field","43.87770080566406","-116.53700256347656"
"146","Turkey Run Airport","41.13059997558594","-84.99410247802734"
"147","Schertz Aerial Service - Hudson Airport","40.6375007629","-89.0070037842"
"148","Van Gorder Airport","40.1786003112793","-88.56900024414062"
"149","Natchez Trace Farm Airport","37.135101318359375","-85.78939819335938"
"150","Brunner Airport","42.13610076904297","-88.28759765625"
"151","Beech Hill Airport","44.66669845581055","-69.8938980102539"
"152","Rapids Airway Airport","42.53450012207031","-84.62830352783203"
"153","Helblad Airport","47.985801696777344","-94.68689727783205"
"154","Airpark Private Airport","39.30120086669922","-91.45149993896484"
"155","Nick's Flying Service Inc Airport","32.9396018982","-90.8373031616"
"156","Pluhar Airport","47.13749777779999","-106.488095"
"157","Mc Connell Field Airport","41.1599998474","-101.299003601"
"158","Emmanuel Airport","39.5968017578","-75.2334976196"
"159","Kingston Ranch Airport","35.7555007935","-115.665000916"
"160","Klaverack Airport","42.262298584","-73.6961975098"
"161","Collins Landing Strip","44.7499008179","-120.200996399"
"162","Hensley Airpark","36.1833000183","-82.67890167239999"
"163","Pocock Airport","31.7322006226","-97.3688964844"
"164","Navajo Mountain Airport","37.0083007812","-110.794998169"
"165","Saguache Municipal Airport","38.0990833","-106.1743889"
"166","Manquin Flight Park Ultralightport","37.7144012451","-77.21179962160001"
"167","Lightning Bolt Field Airport","44.4011001587","-72.26360321039999"
"168","Field of Dreams Airport","46.0228004456","-92.895401001"
"169","Ox Meadows Airport","47.5817985535","-117.43699646"
"170","Dutch Gap Airstrip","42.523399353","-88.0167007446"
"171","Stillwater Creek Airport","46.963889","-119.641667"
"172","Pecan Field","33.283933","-98.402861"
"173","Wasilla Creek Airpark","61.66830063","-149.1880035"
"174","Ozark Skies Airpark","36.000633","-93.57025"
"175","Pope Valley Airport","38.6106987","-122.39099884"
"176","Rancho De Aereo Airport","40.2149839","-104.9844228"
"177","Melanie's Airport","30.91889953613281","-86.21829986572266"
"178","Charlton Strip","26.523099899291992","-81.4083023071289"
"179","Raju Airport","32.0713996887207","-84.71440124511719"
"180","Spotts Field","43.13750076293945","-93.06829833984376"
"181","Running Creek Ranch Airport","45.914101","-114.835999"
"182","Reichhart Airport","41.02870178222656","-84.99720001220703"
"183","Classic Landings Airport","41.156700134277344","-88.0167007446289"
"184","Cooper Airport","39.641998291015625","-86.50420379638672"
"185","Hardy Airport","39.72589874267578","-89.26399993896484"
"186","Darbro Field","37.26620101928711","-95.95919799804688"
"187","Cartersville Airport","37.53689957","-84.40720367"
"188","Greg's Flying Service Airport","32.26530075073242","-91.6977996826172"
"189","Grass Roots Airport","31.25219917297364","-92.47579956054688"
"190","Breezecroft Airport","39.250099182128906","-76.2052001953125"
"191","Drisko Airport","44.65700149536133","-67.55919647216797"
"192","Jones Landing","45.815368","-111.152163"
"193","Mc Kay Airport","41.7221984863","-98.3089981079"
"194","Baker Ranches Airport","39.0311","-114.088219"
"195","Dorlon Airpark","41.28839874267578","-81.96260070800781"
"196","Peacock Ranch Airport","45.44150161743164","-117.35099792480467"
"197","Mills Brothers Airport","40.142799377441406","-77.86190032958984"
"198","Vernonia Airfield","45.85150146484375","-123.24199676513672"
"199","Brandes Air Field","29.80909919738769","-96.26509857177734"
"200","Hilde-Griff Field","30.72209930419922","-97.79139709472656"
"201","Dew Drop Airport","33.12929916381836","-97.3585968017578"
"202","Circle 'A' Ranch Airport","32.12919998168945","-97.4041976928711"
"203","Oljato Airport","37.03329849243164","-110.31700134277344"
"204","Blanca Airport","37.41109848022461","-105.552001953125"
"205","Providence Airport","37.22420120239258","-78.4186019897461"
"206","Ames Private Airport","42.651100158691406","-88.74590301513672"
"207","Flat Creek Field","48.702222","-118.0475"
"208","Johnson Memorial Airport","33.07929992675781","-91.54319763183594"
"209","Henning Municipal Airport","46.30379867553711","-95.4394989013672"
"210","June Lake Airpark","61.627619","-149.575331"
"211","Bondair Airport","35.54449844360352","-92.18489837646484"
"212","Jecan Airport","37.38750076293945","-103.69100189208984"
"213","William P Gwinn Airport","26.90839958190918","-80.32890319824219"
"214","Grass Roots Airpark","28.641700744628903","-81.88500213623047"
"215","Rich Field","41.841400146484375","-91.83429718017578"
"216","Larkin Airport","43.46269989013672","-116.35900115966795"
"217","Humm Airport","41.5994987487793","-88.86990356445312"
"218","Sinele Strip","40.5463981628418","-91.27429962158205"
"219","Pike Field Airport","47.6519012451","-92.4167022705"
"220","Noahs Ark Airport","39.23059844970703","-94.8043975830078"
"221","Torgerson Airport","48.55830001831055","-112.10900115966795"
"222","Randall Airport","41.43199920654297","-74.3916015625"
"223","Tailwinds Airport","34.82749938964844","-78.9302978515625"
"224","Fitterer's Strip","46.7489013671875","-101.66899871826172"
"225","Cole Farm Airport","42.92839813232422","-70.97309875488281"
"226","Silver Creek Airport","39.098333","-114.150277"
"227","Murphy Field","42.84280014038086","-76.44529724121094"
"228","Hal Joy Airfield","41.50979995727539","-80.59120178222656"
"229","Green Acres Airport","39.73479843139648","-84.3822021484375"
"230","Hayden Mountain Airport","45.4650993347168","-123.08000183105467"
"231","Freefall Oz Airport","41.995792","-78.288152"
"232","Grawunder Field","29.9419002532959","-96.24610137939452"
"233","Beyer Farm Airport","37.58390045166016","-97.25309753417967"
"234","Glaser Field","30.90850067138672","-97.1168975830078"
"235","Ainsworth Airport","30.312700271606445","-95.0269012451172"
"236","Hunter STOLport","35.69729995727539","-86.95690155029297"
"237","Diamond N Ranch Airport","30.057600021362305","-95.81289672851562"
"238","Mount Horeb Field","38.249000549316406","-78.85530090332031"
"239","Young Private Airport","45.66270065307617","-92.45020294189452"
"240","Western Airpark","46.92499923706055","-122.5530014038086"
"241","Campbell Field","33.32469940185547","-97.04419708251952"
"242","Herman Municipal Airport","45.83000183105469","-96.1605987548828"
"243","Pan Lake Strip Airport","61.6959639","-149.9549028"
"244","Morrilton Airport","35.19449996948242","-92.80020141601562"
"245","Blue Hill Airport","44.448001861572266","-68.5697021484375"
"246","Richvale Airport","39.49769973754883","-121.77100372314452"
"247","Comanche Creek Airport","39.26359939575195","-104.427001953125"
"248","Tackaberry Airport","43.06449890136719","-82.72380065917969"
"249","Ocean Reef Club Airport","25.325399398804","-80.274803161621"
"250","Alcovy Airport","33.67499923706055","-83.76309967041016"
"251","Interstate Airport","42.2781982421875","-113.30500030517578"
"252","Gray Airport","39.57369995117188","-85.91390228271484"
"253","Central City Municipal - Larry Reineke Field","41.1125984192","-98.0516967773"
"254","Heape Field","37.73419952392578","-96.93669891357422"
"255","Blue Lick Airport","38.08060073852539","-85.69329833984375"
"256","Baugher's Orchard Airport","39.60829925537109","-77.0519027709961"
"257","Scott Airstrip","43.864200592041016","-85.0239028930664"
"258","Dairyview Airport","44.05500030517578","-95.90950012207033"
"259","Lake Sexton Airport","38.650001525878906","-93.6168975830078"
"260","Glasgow Industrial Airport","48.42110061645508","-106.52799987792967"
"261","Bermudian Valley Airpark","40.01679992675781","-77.00389862060547"
"262","Hawks Meadow Airport","34.83319854736328","-80.7511978149414"
"263","Border Line Farm Airport","39.102239","-114.053472"
"264","Pleasant Valley Airport","34.633399963378906","-99.03369903564452"
"265","Bruce's Airport","45.42179870605469","-122.62000274658205"
"266","Folmar Airport","40.998889","-78.125278"
"267","Churchill Airport","39.77280044555664","-99.36009979248048"
"268","Salaika Aviation Airport","29.240519","-95.344658"
"269","Cuddihy Field","27.721099853515625","-97.51280212402344"
"270","Corntassel Airport","35.568599700927734","-84.24109649658203"
"271","Cross-Country Estates Airport","30.625","-97.5727996826172"
"272","E Northrop Grumman Airport","41.716667","-112.447222"
"273","Alpha Hotel Airport","36.81959915161133","-78.78309631347656"
"274","Meadow STOLport","44.44720077514648","-72.91470336914062"
"275","Hill City-Quadna Mountain Airport","46.95550155639648","-93.5969009399414"
"276","Fisher Airport","61.569639","-149.724439"
"277","Merrymeeting Field","44.0","-69.88710021972656"
"278","Kistler Ranch Airport","37.85960006713867","-120.5540008544922"
"279","Terra Firma Airport","38.73249816894531","-104.04100036621094"
"280","City of Coalgate Airport","34.53179931640625","-96.23310089111328"
"281","Duda Airstrip","26.57979965209961","-81.48370361328125"
"282","Sunniland Ranch Airport","27.363100051879883","-80.77279663085938"
"283","J. H. Hendrie Farms Airport","27.08449935913086","-81.32869720458984"
"284","Sapelo Island Airport","31.425800323486328","-81.28589630126953"
"285","Symms Airport","43.56930160522461","-116.7770004272461"
"286","Hemmer RLA Restricted Landing Area","37.9777984619","-89.20290374759999"
"287","Alderson Airport","39.034698486328125","-97.58000183105467"
"288","Boss Airport","36.972599029541016","-84.6260986328125"
"289","Sauer Airport","41.07529830932617","-88.48919677734375"
"290","Aeleron Airport","30.403600692749023","-92.02359771728516"
"291","Wormid Airport","42.29399871826172","-71.49620056152344"
"292","Lindbergh Airport","44.81420135498047","-70.34529876708984"
"293","Twin Oaks Airport","37.395599365234375","-94.28379821777344"
"294","Williams Field","34.66220093","-89.86830139"
"295","Matovich Airport","47.065679","-108.809624"
"296","Keller Brothers Airport","40.29180145263672","-76.32879638671875"
"297","Whiteheart Farm Airport","36.06760025024414","-80.4655990600586"
"298","Brecht Strip","47.32310104370117","-102.0979995727539"
"299","Laurel Municipal Airport","42.43170166015625","-97.07949829101562"
"300","Md1 Airport","41.36809921264648","-74.50559997558594"
"301","Kenley Airport","41.29169845581055","-80.5636978149414"
"302","Parks Airport","34.93149948120117","-95.25830078125"
"303","Broken B Airport","35.408087","-98.605477"
"304","Saxon Sycan Airport","42.839298248291016","-121.11699676513672"
"305","Richmond Airport","41.48949813842773","-71.62059783935547"
"306","B. J. Mc Combs Sisterdale Airport","29.975331","-98.742451"
"307","PTC Airport","35.298914","-86.474357"
"308","Cross Wind Airport","32.85820007324219","-97.74749755859376"
"309","Stevens-Crosby Airport","41.51570129394531","-115.86000061035156"
"310","Springwood Airstrip","37.55400085449219","-79.74980163574219"
"311","Knolle Ranch Airport","30.479253","-96.504031"
"312","Peterson Airport","29.10810089111328","-95.77749633789062"
"313","West Beaver Airport","61.589361","-149.847333"
"314","Stronghold Airport","31.924848","-110.040007"
"315","Alta Sierra Airport","39.113800048828125","-121.05699920654295"
"316","Cottonwood Field","38.05559921264648","-103.65299987792967"
"317","Placid Lakes Airport","27.2455997467041","-81.41310119628906"
"318","Cheryl-Lane Landings Airport","28.67110061645508","-82.0873031616211"
"319","Sunnybreeze Airport","27.055599212646484","-81.97059631347656"
"320","Sunbelt Strip","31.111299514770508","-83.68409729003906"
"321","Skydive Iowa Airport","41.74580001831055","-92.4093017578125"
"322","Taylor Ranch Landing Area Airport","45.10390090942383","-114.8550033569336"
"323","Gibbons Field","38.44729995727539","-86.44499969482422"
"324","Gordon Airport","41.12089920043945","-85.42500305175781"
"325","Coffman Airport","38.70700073242188","-95.13829803466795"
"326","Pine Hill Airport","42.46810150146485","-88.74320220947266"
"327","Kallander Field","42.304298400878906","-71.50589752197266"
"328","Perrotti Skyranch Airfield","43.34080123901367","-70.85469818115234"
"329","W Johnson Field","44.77999877929688","-95.6635971069336"
"330","Hogue Farm Airport","37.37839889526367","-93.36329650878906"
"331","Airhaven Airport","41.83259963989258","-73.8759994506836"
"332","William Irving Lewis Airport","35.32929992675781","-79.02999877929688"
"333","Summer Hill Farm Airport","41.33330154418945","-96.193603515625"
"334","Dakota Air Ranch Airport","35.650122","-79.650311"
"335","Ragtime Aerodrome","36.35449981689453","-95.86389923095705"
"336","Eagle Field","40.82699966430664","-77.98809814453125"
"337","Sullivan Lake State Airport","48.84090042114258","-117.28399658203124"
"338","Lazy G Bar Ranch Airport","33.282101","-97.497002"
"339","Running M Ranch Airport","32.26679992675781","-97.86699676513672"
"340","Pitcock Rosillos Mountain Ranch Airport","29.48240089416504","-103.16500091552734"
"341","Smokey Mtn Ranch Airport","30.73909950256348","-102.02400207519533"
"342","Alum Ridge STOLport","36.97650146484375","-80.493896484375"
"343","Parkway Farm Strip","44.00360107421875","-91.30760192871094"
"344","Kalifonsky Meadows Airport","60.491537","-151.2352525"
"345","Pilot Station Airport","61.934601","-162.899994"
"346","Scotts Airport","64.39250183105469","-146.86199951171875"
"347","Anderson Lake Airport","61.61690139770508","-149.32200622558594"
"348","Yentna Bend Strip","61.725556","-150.678611"
"349","Parker Lake Airport","62.0359001159668","-150.49400329589844"
"350","Young Creek Airport","61.355352","-142.731832"
"351","Victory Airport","61.80339813232422","-147.94400024414062"
"352","Bradley Lake Hydroelectri Project Airstrip","59.776100158691406","-150.95899963378906"
"353","Falcon Lake Strip","61.33259963989258","-150.0590057373047"
"354","Resort Airport","30.44389915466309","-87.65689849853516"
"355","Flomaton Airport","31.03219985961914","-87.25279998779297"
"356","Wilson Creek Airport","34.849998474121094","-87.63249969482422"
"357","Mission Field-Marotti Memorial Airport","35.26679992675781","-90.35009765625"
"358","Western Sky Airport","33.778166","-113.640625"
"359","Flying Bucket Ranch Airport","32.9822998046875","-112.28700256347656"
"360","Castle Well Airport","33.865944","-112.603265"
"361","Brewer Airport","44.76369857788086","-68.7677993774414"
"362","Warren-Sugarbush Airport","44.1166992188","-72.8271026611"
"363","Triple R Airport","39.48780059814453","-94.78050231933594"
"364","Hinckley Airport","41.77090072631836","-88.70339965820312"
"365","Canadian Lakes Airport","43.57640075683594","-85.28060150146484"
"366","Grandpas' Farm Mendota Airport","41.521999","-89.132599"
"367","Cushing Field Ltd Airport","41.51950073242188","-88.60559844970703"
"368","Crawford Airport","34.587501525878906","-120.01300048828124"
"369","Shepherd Farm Airport","34.6222","-120.065002"
"370","Hoffman Private Airport","33.14310073852539","-116.74500274658205"
"371","Emory Ranch Airport","32.7494444","-116.0161111"
"372","Ward Ranch Airport","33.4277992249","-116.843002319"
"373","Blech Ranch Airport","35.5950012207","-120.338996887"
"374","Foxx Valley Airport","38.652500152600005","-104.23400116"
"375","Pinon Canyon Airport","37.4905014038","-104.143997192"
"376","Fox Hole Airport","40.004699707","-105.071998596"
"377","Yosemite Hidden Lake Ranch Airport","37.11800003049999","-119.913002014"
"378","Krey Field Airport","34.5694007874","-117.555999756"
"379","John Nichol's Field Airport","32.633098602299995","-116.892997742"
"380","Bohunk's Airpark","34.6946983337","-118.282997131"
"381","Tera Ultralightport","35.5913009644","-117.634002686"
"382","Fiorini Ranch Airport","37.452178","-120.764758"
"383","Sutter Butte Dusters Airport","39.228622","-121.688265"
"384","Dave's Airport","40.0332984924","-105.124000549"
"385","Crested Butte Airpark","38.851918","-106.928341"
"386","Chenoweth Airport","39.8333015442","-103.589996338"
"387","Flying M & M Ranch Airport","38.2193984985","-108.212997437"
"388","Cartwheel Airport","40.2083015442","-105.013000488"
"389","Van Treese Airport","37.6582984924","-106.033996582"
"390","Wilber Municipal Airport","40.47499847412109","-96.98780059814452"
"391","Ada Airport","40.79059982299805","-83.8291015625"
"392","Air Park North","44.958","-84.9587"
"393","Corydon Airport","40.75450134277344","-93.24130249023438"
"394","Ott's Landing Airport","27.3039","-81.880403"
"395","The 2A Ranch Airport","29.2675","-81.230103"
"396","Dugger Field","30.496400833129883","-86.09380340576172"
"397","Breezy Knoll Airport","30.820199966430664","-86.34439849853516"
"398","Joy Farms Airport","30.652099609375","-86.1093978881836"
"399","Harper's Fly-In Ranch Airport","26.730600357055664","-81.16390228271484"
"400","Mc Daniel Ranch Inc. Airport","26.3938999176","-81.0231018066"
"401","North Buffalo Suburban Airport","43.103199","-78.7033"
"402","Halls Flying Ranch Airport","33.356201171875","-84.36710357666016"
"403","Mustang Field","34.477901458740234","-82.89710235595703"
"404","Airnautique, Inc. Airport","34.377899169921875","-82.9457015991211"
"405","Ayresouth Airport","33.77009963989258","-85.06079864501953"
"406","Paradise Falls Airport","33.81290054321289","-83.50569915771484"
"407","Sunset Strip","33.7333984375","-83.81880187988281"
"408","Paso Fino Farm Airport","30.88710021972656","-83.41600036621094"
"409","Roberta Industrial Park Airport","32.71390151977539","-84.02749633789062"
"410","Pinewood Airport","33.782100677490234","-84.80079650878906"
"411","Crystal Lake Airpark","31.66550064086914","-83.44709777832031"
"412","Lookout Mountain Airport","34.90470123291016","-85.45970153808594"
"413","Pecan Patch Airstrip","33.33140182495117","-84.2667007446289"
"414","Mountain Airpark","34.561798095703125","-83.7135009765625"
"415","Carpenter Airport","33.520301818847656","-82.37249755859375"
"416","Pegasus Ranch Airport","32.69390106201172","-81.79859924316406"
"417","Kahoka Municipal Airport","40.42160034179688","-91.706298828125"
"418","Brazil Clay County Airport","39.47669982910156","-87.09970092773438"
"419","Hawkeye Airport","42.43470001220703","-92.3280029296875"
"420","Sharar Field","41.03340148925781","-91.05010223388672"
"421","Moore Private Airport","40.87220001220703","-93.26270294189452"
"422","Rinehart Airport","41.659698486328125","-92.28990173339844"
"423","Hannen Airport","42.22800064086914","-91.7509994506836"
"424","South Fork Ranch Airport","43.60639953613281","-115.10700225830078"
"425","Ziggy's Airport","42.64120101928711","-114.6050033569336"
"426","Flying Joseph Ranch Airport","44.4429016113","-113.773002625"
"427","Coyote Run Airport","43.075801849365234","-115.6729965209961"
"428","Black Butte Ranch Airport","43.047698974609375","-114.47000122070312"
"429","Ez Lope Ranch Airport","43.0531005859375","-116.46199798583984"
"430","Z X Ranch Airport","43.230308","-116.763192"
"431","Pinnacle Airport","45.775197","-116.178475"
"432","Corral Creek Airport","46.785278","-116.471131"
"433","Chuck's Airport","40.2599983215332","-85.25330352783203"
"434","Unsicker Airport","40.4281005859375","-86.1532974243164"
"435","Creighton Airport","41.457298278808594","-86.12439727783203"
"436","Marshall Field","40.65950012207031","-86.8572006225586"
"437","Kropf Airport","41.64310073852539","-85.82969665527344"
"438","Frost Field","39.79560089111328","-85.78610229492188"
"439","Sutton's Field","41.324798583984375","-87.47589874267578"
"440","Winters Airport","39.53419876098633","-86.57720184326172"
"441","Griffin Airport","38.803056","-88.997778"
"442","Flying B Ranch Airport","40.15700149536133","-87.67449951171875"
"443","Walter Airport","41.872501373291016","-88.72370147705078"
"444","Jack W. Watson Airport","41.85480117797852","-88.78730010986328"
"445","Snider Field","38.5","-87.59590148925781"
"446","The Lazy K Airport","40.82780075073242","-85.08609771728516"
"447","Graves Landing Strip","41.11669921875","-86.66670227050781"
"448","Air Park Field","41.12779998779297","-84.94719696044922"
"449","Byrne Field","38.32899856567383","-86.03359985351562"
"450","Parrish Airport","37.99309921264648","-87.95140075683594"
"451","Cady Aerial RLA Restricted Landing Area","41.6608009338","-89.69360351559999"
"452","Dawson Farms Airport","39.76250076293945","-88.67150115966797"
"453","Abbeville Municipal Airport","31.60020065307617","-85.23880004882812"
"454","Flying Ten Airport","29.61800003051757","-82.50869750976562"
"455","Dobie's Airport","36.178496","-95.580468"
"456","J V Ranch Airport","38.63330078125","-95.92530059814452"
"457","Camp Chippewa Airport","38.56669998168945","-95.3668975830078"
"458","Norris Airport","38.807239","-95.370056"
"459","Kendrigan Airport","37.45220184326172","-97.31780242919922"
"460","Mono Aircraft Airport","37.69279861450195","-97.88639831542967"
"461","Pearce Field","37.38249969482422","-95.37470245361328"
"462","Lmn 120 Airport","37.515899658203125","-96.9197998046875"
